"","Length","Symbol"
"72121",2345,"Dennd2d"
"99712",2773,"Cept1"
"67171",2197,"Dram2"
"321000",3507,"Lrif1"
"12508",2802,"Cd53"
"258482",951,"Or11i1"
"16491",1968,"Kcna3"
"229694",5544,"AI504432"
"109226",1512,"A930002I21Rik"
"16490",11582,"Kcna2"
"242151",1826,"Kcna10"
"229697",1234,"Cym"
"319929",666,"A630076J17Rik"
"246691",414,"Prok1"
"68576",884,"Lamtor5"
"229699",2186,"Slc16a4"
"229700",3270,"Rbm15"
"99738",3013,"Kcnc4"
"229706",6308,"Slc6a17"
"67591",1376,"Ubl4b"
"11694",1867,"Alx3"
"229707",3231,"Strip1"
"229709",3851,"Ahcyl1"
"12977",4422,"Csf1"
"280047",662,"Gm5075"
"99662",2270,"Eps8l3"
"100038644",1877,"Gm10667"
"329735",5407,"4933431E20Rik"
"14866",911,"Gstm5"
"68312",1305,"Gstm7"
"14867",1152,"Gstm6"
"14864",1202,"Gstm3"
"14863",1047,"Gstm2"
"14862",1294,"Gstm1"
"14865",1672,"Gstm4"
"109674",3650,"Ampd2"
"14686",1629,"Gnat2"
"14679",3211,"Gnai3"
"229714",3686,"Gpr61"
"229715",5031,"Amigo1"
"72023",4191,"Cyb561d1"
"72522",3011,"Atxn7l2"
"17306",3247,"Sypl2"
"26442",1217,"Psma5"
"20661",6755,"Sort1"
"100502732",5241,"Gm19343"
"68753",1276,"Mybphl"
"100038453",2439,"Gm12522"
"56742",1773,"Psrc1"
"53883",10543,"Celsr2"
"20226",3704,"Sars1"
"229722",3326,"Elapor1"
"75504",592,"Cfap276"
"100217438",61,"Scarna2"
"67495",2864,"Tmem167b"
"99730",1289,"Taf13"
"99512",4223,"Wdr47"
"100862093",478,NA
"229725",3601,"Clcc1"
"76123",3488,"Gpsm2"
"329738",2603,"Aknad1"
"20912",2406,"Stxbp3"
"320181",5122,"Fndc7"
"66921",3003,"Prpf38b"
"66715",2131,"Henmt1"
"329739",5702,"Eeig2"
"74686",1538,"Slc25a54"
"100502813",999,NA
"229731",3383,"Slc25a24"
"57257",5084,"Vav3"
"80883",5481,"Ntng1"
"99890",4200,"Prmt6"
"625585",1927,"Gm6602"
"545562",1413,"Amy2b"
"100862117",364,NA
"109959",1577,"Amy2a5"
"100043684",3723,"Amy2a4"
"100862123",364,NA
"100043686",3723,"Amy2a3"
"100862131",364,NA
"100043688",3723,"Amy2a2"
"100862139",364,NA
"100043207",790,"Amy2a1"
"11722",1822,"Amy1"
"67225",3888,"Rnpc3"
"100502863",628,NA
"12814",7275,"Col11a1"
"229759",4117,"Olfm3"
"13609",3029,"S1pr1"
"68161",1406,"A930005H10Rik"
"69740",1567,"Dph5"
"66500",9020,"Slc30a7"
"58193",3253,"Extl2"
"22329",3398,"Vcam1"
"64378",3450,"Gpr88"
"229776",4485,"Cdc14a"
"66368",1561,"Rtca"
"13171",3292,"Dbt"
"109245",5230,"Lrrc39"
"229780",3159,"Trmt13"
"72776",4241,"Sass6"
"15247",2782,"Mfsd14a"
"229782",4027,"Slc35a3"
"77559",9625,"Agl"
"20321",2576,"Frrs1"
"114301",2394,"Palmd"
"74654",1341,"4930455H04Rik"
"433646",1962,"1700061I17Rik"
"229791",5690,"Plppr4"
"75769",4044,"Plppr5"
"76561",2171,"Snx7"
"387155",73,"Mir137"
"791377",1228,"Gm9916"
"99586",4437,"Dpyd"
"56195",3364,"Ptbp2"
"100502997",673,NA
"66568",1698,"Rwdd3"
"99887",6224,"Tlcd4"
"66789",910,"Alg14"
"71994",2003,"Cnn3"
"213603",2560,"Slc44a3"
"319839",3661,"A530020G20Rik"
"100503044",2759,"A730020M07Rik"
"619318",1127,"4930432M17Rik"
"14066",1876,"F3"
"19299",3399,"Abcd3"
"214137",5091,"Arhgap29"
"11304",7248,"Abca4"
"14630",1470,"Gclm"
"100503394",1802,"Gm17494"
"99480",2403,"Dnttip2"
"791077",119,"Mir760"
"100043726",905,"Gm4610"
"29815",3301,"Bcar3"
"214459",5330,"Fnbp1l"
"242202",6728,"Pde5a"
"71647",1156,"4930447N08Rik"
"74057",768,"4933405D12Rik"
"14079",645,"Fabp2"
"100862236",574,NA
"67704",976,"Arln"
"99526",4014,"Usp53"
"59006",1153,"Myoz2"
"118449",7116,"Synpo2"
"69608",3857,"Sec24d"
"210529",2625,"Mettl14"
"19142",2607,"Prss12"
"69895",785,"Snhg8"
"100306957",130,"Snora24"
"83398",5338,"Ndst3"
"668809",468,"Gm9372"
"229801",2224,"Tram1l1"
"71824",1983,"1700006A11Rik"
"384775",757,"1700003H04Rik"
"64580",3489,"Ndst4"
"22239",3599,"Ugt8a"
"271970",3690,"Arsj"
"100047282",210,NA
"108058",4461,"Camk2d"
"109676",7547,"Ank2"
"100862268",1766,"Gm16958"
"100043364",3484,NA
"28036",2121,"Larp7"
"723948",74,"Mir302b"
"723835",68,"Mir302c"
"723920",69,"Mir302a"
"723928",66,"Mir302d"
"723911",75,"Mir367"
"71643",7048,"Zgrf1"
"11924",2217,"Neurog2"
"71481",4795,"Alpk1"
"211550",2137,"Tifa"
"211556",2391,"Ap1ar"
"70617",1603,"Fam241a"
"329753",4188,"9830132P13Rik"
"100038383",1964,"Gm10650"
"402774",2348,"D030025E07Rik"
"18741",2748,"Pitx2"
"13809",4208,"Enpep"
"435755",1040,"Pou5f1-rs4"
"170439",5951,"Elovl6"
"13645",4757,"Egf"
"319224",3869,"6330410L21Rik"
"242235",1683,"Lrit3"
"20132",1394,"Rrh"
"68147",1271,"Gar1"
"12630",2073,"Cfi"
"66350",1654,"Pla2g12a"
"12368",1455,"Casp6"
"66815",1318,"Mcub"
"99683",4702,"Sec24b"
"77018",7481,"Col25a1"
"71760",2718,"Etnppl"
"66357",1062,"Ostc"
"100862291",328,NA
"68436",595,"Rpl34"
"16842",2460,"Lef1"
"15107",1720,"Hadh"
"71519",2331,"Cyp2u1"
"100503594",2715,"4930534D22Rik"
"74442",5791,"Sgms2"
"23971",2600,"Papss1"
"100862309",561,NA
"56811",3705,"Dkk2"
"433653",672,"Gimd1"
"13722",1122,"Aimp1"
"100862343",411,NA
"271981",4108,"Tbck"
"114249",3732,"Npnt"
"67553",2620,"Gstcd"
"71793",2988,"Ints12"
"77669",1912,"Arhgef38"
"74776",1211,"Ppa2"
"214133",9181,"Tet2"
"319478",5619,"Cxxc4"
"100316832",79,"Mir1895"
"75208",970,"4930539C22Rik"
"21338",3764,"Tacr3"
"229841",7813,"Cenpe"
"69772",1172,"Bdh2"
"97086",2243,"Slc9b2"
"74446",2245,"Slc9b1"
"67006",2869,"Cisd2"
"319587",500,"4930539J05Rik"
"66105",2619,"Ube2d3"
"110173",3675,"Manba"
"668745",678,NA
"18033",4118,"Nfkb1"
"791324",1395,"Gm9799"
"67547",3707,"Slc39a8"
"71038",937,"4933401H06Rik"
"100039350",489,"Gm16500"
"242248",3248,"Bank1"
"70055",985,"1700030L20Rik"
"19055",2194,"Ppp3ca"
"59308",1461,"Emcn"
"229862",957,"Gm4861"
"73284",2721,"Ddit4l"
"51788",957,"H2az1"
"100503440",615,NA
"70604",1851,"Dnajb14"
"56692",1263,"Lamtor3"
"26377",3088,"Dapp1"
"100503465",543,NA
"329763",1665,"Gm5105"
"17777",4410,"Mttp"
"108943",3935,"Trmt10a"
"67741",1715,"4930579F01Rik"
"68369",824,"0610031O16Rik"
"11529",2079,"Adh7"
"11522",1334,"Adh1"
"69117",1341,"Adh6a"
"100417514",1284,"Adh6b"
"639769",2789,"Adh6-ps1"
"26876",1312,"Adh4"
"11532",1533,"Adh5"
"75624",2549,"Metap1"
"13684",2882,"Eif4e"
"100316706",65,"Mir1956"
"74635",1418,"4930425O10Rik"
"56224",3172,"Tspan5"
"229877",3663,"Rap1gds1"
"229879",612,"Gm4862"
"381476",2818,"Stpg2"
"18598",2352,"Pdha2"
"22253",9296,"Unc5c"
"12167",5336,"Bmpr1b"
"56376",6812,"Pdlim5"
"229898",3021,"Gbp5"
"229900",5552,"Gbp7"
"55932",2639,"Gbp3"
"14468",2820,"Gbp2b"
"14469",2455,"Gbp2"
"229905",2246,"Kyat3"
"229906",1253,"Gtf2b"
"109333",6207,"Pkn2"
"320229",3521,"9530052C20Rik"
"320072",1652,"A830019L24Rik"
"621809",921,"Gm6260"
"16911",2049,"Lmo4"
"545572",710,NA
"23908",4811,"Hs2st1"
"93684",1510,"Selenof"
"54673",3949,"Sh3glb1"
"12722",3022,"Clca3a1"
"80797",3654,"Clca3a2"
"229927",3306,"Clca3b"
"622139",709,"Clca4c-ps"
"99709",2997,"Clca4b"
"100504497",1625,"Gm16233"
"99663",2998,"Clca4a"
"23844",2935,"Clca1"
"229933",3921,"Clca2"
"52184",2584,"Odf2l"
"71355",7137,"Col24a1"
"229937",2813,"Znhit6"
"16007",2028,"Ccn1"
"100216343",1700,"Gm17501"
"69219",3747,"Ddah1"
"100504532",648,NA
"12042",1760,"Bcl10"
"66421",975,"2410004B18Rik"
"214804",5495,"Syde2"
"242253",3082,"Dnai3"
"171166",1712,"Mcoln3"
"68279",2666,"Mcoln2"
"65086",2494,"Lpar3"
"100038607",2419,"Gm10636"
"99167",3696,"Ssx2ip"
"74245",2629,"Ctbs"
"70951",1920,"Spata1"
"14707",535,"Gng5"
"70285",2614,"Rpf1"
"56629",2299,"Dnase2b"
"22262",1843,"Uox"
"100286843",3174,"Gm16325"
"75015",1014,"Samd13"
"18749",5081,"Prkacb"
"70892",6075,"Ttll7"
"99633",6052,"Adgrl2"
"100038391",4059,"Gm10287"
"381482",2424,"Gm1653"
"100628568",71,"Mir3963"
"100504653",1897,"4930555A03Rik"
"170757",4106,"Adgrl4"
"99899",2909,"Ifi44"
"15061",1296,"Ifi44l"
"19220",4414,"Ptgfr"
"54120",1264,"Gipc2"
"67035",2927,"Dnajb4"
"51886",6491,"Fubp1"
"68810",2566,"Nexn"
"215708",5355,"Miga1"
"170822",4194,"Usp33"
"108946",7668,"Zzz3"
"229949",3103,"Ak5"
"99542",1853,"AI115009"
"329777",4867,"Pigk"
"26938",2000,"St6galnac5"
"20447",3885,"St6galnac3"
"545578",465,NA
"70594",1834,"5730460C07Rik"
"66772",1048,"Asb17"
"72317",495,"Asb17os"
"55993",3327,"Msh4"
"19352",1686,"Rabggtb"
"100217468",45,"Snord45b"
"100217425",61,"Snord45c"
"11364",1845,"Acadm"
"242259",4098,"Slc44a5"
"16875",1978,"Lhx8"
"99686",2164,"AI606473"
"209584",4404,"Tyw3"
"12972",2507,"Cryz"
"209601",2009,"Erich3"
"435766",3042,"Tnni3k"
"75540",3493,"Fpgt"
"74435",2650,"Lrriq3"
"329780",3451,"9330178D15Rik"
"329782",4170,"4930570G19Rik"
"320840",5922,"Negr1"
"100502679",2293,"Gm15577"
"53861",2616,"Zranb2"
"387181",71,"Mir186"
"19218",2018,"Ptger3"
"107869",1801,"Cth"
"433667",2654,"Ankrd13c"
"69207",3664,"Srsf11"
"67144",4092,"Lrrc40"
"242274",5918,"Lrrc7"
"624759",2832,"Gm20752"
"76131",3323,"Depdc1a"
"19892",1843,"Rpe65"
"68151",2769,"Wls"
"100312470",921,"Vmn1r2"
"100312471",921,"Vmn1r3"
"100039044",839,NA
"666513",1056,"Gm11787"
"100499523",102,"Mir3471-2"
"72098",2605,"Tmem68"
"116940",4328,"Tgs1"
"70143",874,"2210414B05Rik"
"17096",3456,"Lyn"
"70720",1850,"6330407A03Rik"
"67427",502,"Rps20"
"17451",1448,"Mos"
"56711",4635,"Plag1"
"66433",696,"Chchd7"
"242285",1379,"Sdr16c5"
"242286",1181,"Sdr16c6"
"18619",1412,"Penk"
"242291",4636,"Bpnt2"
"73872",1205,"4930423M02Rik"
"242297",1995,"Fam110b"
"100504030",590,NA
"68053",4735,"Ubxn2b"
"13122",4172,"Cyp7a1"
"53378",2553,"Sdcbp"
"18201",3507,"Nsmaf"
"252838",2852,"Tox"
"71510",1077,"8430436N08Rik"
"12319",5722,"Car8"
"100039478",333,"Gm11810"
"59021",2057,"Rab2a"
"666752",584,"Gm8273"
"320790",9338,"Chd7"
"74438",3604,"Clvs1"
"65973",12295,"Asph"
"320152",3969,"4930412C18Rik"
"242316",3532,"Gdf6"
"74662",1433,"4930448K20Rik"
"73624",568,"1700123O12Rik"
"100499521",131,"Mir3471-1"
"67157",2120,"Cfap418"
"100039746",887,NA
"71801",2920,"Plekhf2"
"76947",1082,"Ndufaf6"
"100503518",1368,"Gm11827"
"735261",86,"Mir684-2"
"60599",5430,"Trp53inp1"
"12448",3217,"Ccne2"
"72656",4970,"Ints8"
"381510",2984,"Dpy19l4"
"100861935",1013,NA
"207920",3864,"Esrp1"
"634834",1197,"Gm11821"
"66185",7115,"Virma"
"623474",7051,"Rad54b"
"100503583",4572,"Fsbp"
"14579",2257,"Gem"
"12557",3462,"Cdh17"
"381511",4298,"Pdp1"
"100503636",1066,"1700123M08Rik"
"100038424",1706,"Gm10604"
"329795",3456,"Tmem67"
"77604",3426,"Rbm12b2"
"72397",3283,"Rbm12b1"
"68099",1326,"Cibar1"
"208820",1501,"Triqk"
"100039988",632,"Gm11826"
"12395",6899,"Runx1t1"
"208890",2371,"Slc26a7"
"73314",1210,"Lrrc69"
"72201",3259,"Otud6b"
"72519",2280,"Pip4p2"
"100038514",896,"Gm11837"
"69352",4922,"Necab1"
"100201",4681,"Tmem64"
"12307",2867,"Calb1"
"67460",2959,"Decr1"
"27354",2491,"Nbn"
"209212",2647,"Osgin2"
"192656",1901,"Ripk2"
"100415915",1852,"A530072M11Rik"
"17389",4576,"Mmp16"
"30952",4708,"Cngb3"
"70568",5646,"Cpne3"
"66302",1875,"Rmdn1"
"107568",5070,"Wwp1"
"74087",2134,"Slc7a13"
"242341",2503,"Atp6v0d2"
"74988",1259,"4930480G23Rik"
"50500",3053,"Ttpa"
"14590",1326,"Ggh"
"269513",2895,"Nkain3"
"230025",3174,"Prdm13"
"51813",3868,"Ccnc"
"77032",1587,"Tstd3"
"77593",6007,"Usp45"
"67735",2122,"4930528A17Rik"
"66625",4545,"Pnisr"
"230027",2613,"Coq3"
"76132",9342,"Faxc"
"269514",2479,"Fbxl4"
"18992",6272,"Pou3f2"
"212377",4467,"Mms22l"
"212390",2386,"Klhl32"
"68493",3632,"Ndufaf4"
"319564",1872,"C230012O17Rik"
"81006",2370,"Gpr63"
"57756",1105,"Fhl5"
"67490",4335,"Ufl1"
"625732",491,"Gm11893"
"14348",11990,"Fut9"
"242362",4628,"Manea"
"75360",561,"4930548K13Rik"
"13841",7967,"Epha7"
"75332",891,"4930556G01Rik"
"26409",5763,"Map3k7"
"100038651",2744,"D130062J21Rik"
"100504106",1924,NA
"12014",8493,"Bach2"
"414068",1661,"Bach2os"
"14610",1518,"Gja10"
"26885",6804,"Casp8ap2"
"100019",17959,"Mdn1"
"108755",1344,"Lyrm2"
"140577",4817,"Ankrd6"
"52187",5047,"Rragd"
"100504166",3850,"4933421O10Rik"
"56228",3522,"Ube2j1"
"14409",1820,"Gabrr2"
"14408",2251,"Gabrr1"
"242377",5578,"Pm20d2"
"272009",2939,"Srsf12"
"108767",1925,"Pnrc1"
"24018",4153,"Rngtt"
"12801",5807,"Cnr1"
"67652",1073,"Spaca1"
"636187",483,"Gm20764"
"433693",1719,"Akirin2"
"50793",6313,"Orc3"
"109093",1867,"Rars2"
"24060",2039,"Slc35a1"
"69329",1716,"Cfap206"
"214568",1303,"Gm136"
"66291",927,"Smim8"
"30046",9977,"Zfp292"
"12640",691,"Cga"
"73696",951,"Platr9"
"214944",6030,"Mob3b"
"387510",820,"Ifnk"
"73205",3198,"C9orf72"
"100504458",1011,"Gm12367"
"242384",5067,"Lingo2"
"100124458",81,"Mir876"
"100124457",77,"Mir873a"
"100042132",1087,"Gm12371"
"75471",1264,"1700009N14Rik"
"11428",4319,"Aco1"
"230073",4943,"Rigi"
"106021",3842,"Topors"
"100504309",325,"Smim27"
"230075",534,"Ndufb6"
"75819",1810,"4930509K18Rik"
"320500",3226,"Tmem215"
"71293",818,"4933428C19Rik"
"66408",5740,"Aptx"
"622208",2159,"Gm6297"
"15502",5792,"Dnaja1"
"387203",79,"Mir207"
"74255",3273,"Smu1"
"14595",3976,"B4galt1"
"100628614",83,"Mir5123"
"20731",393,"Spink4"
"12017",1349,"Bag1"
"76959",1372,"Chmp5"
"74164",4556,"Nfx1"
"100526501",64,"Mir3094"
"11832",2524,"Aqp7"
"11828",1763,"Aqp3"
"230082",4483,"Nol6"
"67615",3312,"Ube2r2"
"68926",4369,"Ubap2"
"68970",3454,"Dcaf12"
"67123",2697,"Ubap1"
"109242",5598,"Kif24"
"66401",848,"Nudt2"
"329828",4175,"Myorg"
"100862160",650,NA
"73721",1290,"Spmip6"
"76992",708,"Fam219aos"
"71901",2109,"Fam219a"
"68922",2491,"Dnai1"
"69638",1247,"Enho"
"12804",2267,"Cntfr"
"69961",839,"Rpp25l"
"53598",966,"Dctn3"
"550619",1751,"Arid3c"
"18391",1591,"Sigmar1"
"14430",2000,"Galt"
"16157",1961,"Il11ra1"
"20301",1471,"Ccl27a"
"100039789",429,"Ccl19-ps5"
"100861610",6399,"Gm21075"
"100862170",974,NA
"100862177",878,"Ccl21d"
"100861618",495,"Ccl19-ps1"
"100041579",375,"Gm20878"
"100043920",4068,"Spata31f1d"
"100041549",1870,NA
"100861635",3613,"Gm21093"
"100861647",429,"Ccl19-ps6"
"100042539",3558,"Gm3893"
"100504346",867,"Ccl21f"
"100039848",495,NA
"100039863",1044,"Ccl27al"
"100504376",1171,NA
"100042555",1953,"Il11ra3"
"100862228",974,NA
"100862237",974,NA
"100042493",831,"Ccl21b"
"621580",412,"Gm21953"
"100862261",4068,"Spata31f1c"
"100861661",1864,NA
"100861670",1416,NA
"100862247",375,"Gm21586"
"100042519",3613,"Gm3883"
"100042524",1870,"Gm13303"
"545611",4130,"Spata31f1b"
"100039331",4897,"Gm2163"
"100504239",867,"Ccl21e"
"100040035",495,"Ccl19-ps4"
"100040048",1044,"Ccl27b"
"100504407",1171,NA
"16158",2680,"Il11ra2"
"73350",485,"1700045I11Rik"
"100861715",3192,"Gm21158"
"24047",720,"Ccl19"
"18829",868,"Ccl21a"
"100316865",2385,NA
"100861727",3834,NA
"277773",1656,"Spata31f3"
"230085",3393,"Phf24"
"56323",2309,"Dnajb5"
"67317",3726,"Spata31g1"
"100862318",717,NA
"269523",3315,"Vcp"
"60534",2727,"Fancg"
"56703",4236,"Pigo"
"66592",1548,"Stoml2"
"230088",3495,"Atosb"
"22249",6391,"Unc13b"
"320571",4474,"Atp8b5"
"100213",5402,"Rusc2"
"329831",1348,"Cimip2b"
"21754",3620,"Tesk1"
"12517",1503,"Cd72"
"54390",1201,"Sit1"
"19782",275,"Rmrp"
"622404",814,"Ccdc107"
"230098",1624,"Arhgef39"
"100503819",978,"Gm12454"
"230099",1959,"Car9"
"22004",2098,"Tpm2"
"21894",8560,"Tln1"
"12913",1582,"Creb3"
"230101",3535,"Gba2"
"242406",5868,"Rgp1"
"100039672",743,"Msmp"
"230103",3660,"Npr2"
"433700",1247,"Spag8"
"68917",591,"Hint2"
"242408",1763,"Fam221b"
"242409",4775,"Tmem8b"
"56014",2352,"Or13e8"
"56015",939,"Or13j1"
"100039781",913,"Hrct1"
"71406",4086,"Spaar"
"319973",957,"A630077J23Rik"
"29849",960,"Or13c7d"
"29848",963,"Or13c7e"
"29846",1099,"Or13c7b"
"100040268",1766,"Or13c7c"
"29845",1172,"Or13c7"
"53614",4433,"Reck"
"384009",2019,"Glipr2"
"442829",2030,"Ccin"
"12757",1170,"Clta"
"50798",5696,"Gne"
"623796",2231,NA
"73469",5180,"Rnf38"
"100628618",73,"Mir5106"
"17279",2914,"Melk"
"100503944",1538,"Gm19980"
"18507",1208,"Pax5"
"100628590",78,"Mir5120"
"100503954",3058,NA
"319885",2524,"Zcchc7"
"76238",1226,"Grhpr"
"230119",5606,"Zbtb5"
"73405",1578,"1700055D18Rik"
"64424",2944,"Polr1e"
"269529",4634,"Fbxo10"
"68512",687,"Tomm5"
"666060",4812,"Frmpd1"
"78508",415,"Frmpd1os"
"69934",2023,"Trmt10b"
"66362",1035,"Exosc3"
"242418",7213,"Dcaf10"
"230125",4438,"Slc25a51"
"230126",2744,"Shb"
"100040557",996,"Gm12408"
"329839",1090,"Gm829"
"100040567",646,"Gm12409"
"72535",2302,"Aldh1b1"
"75426",2729,"Igfbpl1"
"74152",3606,"Stra6l"
"381522",5081,"Ccdc180"
"100121",3526,"Tdrd7"
"21916",2871,"Tmod1"
"272027",3726,"Tstd2"
"433702",3112,"Ncbp1"
"22590",955,"Xpa"
"110805",1116,"Foxe1"
"74753",1558,"Trmo"
"93966",2310,"Hemgn"
"67628",1367,"Anp32b"
"100503131",845,NA
"94181",1904,"Nans"
"74735",1432,"Trim14"
"107684",4114,"Coro2a"
"381605",4305,"Tbc1d2"
"242425",3998,"Gabbr2"
"75691",3552,"Anks6"
"230145",2216,"Galnt12"
"12819",5319,"Col15a1"
"21812",5666,"Tgfbr1"
"56737",3055,"Alg2"
"66212",552,"Sec61b"
"18124",1884,"Nr4a3"
"67727",5777,"Stx17"
"76299",2647,"Erp44"
"100316708",97,"Mir1958"
"16348",5632,"Invs"
"100503154",659,"Gm19579"
"269536",3203,"Tex10"
"66665",1841,"Msantd3"
"230157",2442,"Tmeff1"
"100861629",540,NA
"68016",2044,"Cavin4"
"272031",3762,"Plppr1"
"209186",1659,"Acnat2"
"230161",5048,"Acnat1"
"12012",1946,"Baat"
"28028",2103,"Mrpl50"
"230162",2993,"Zfp189"
"230163",1953,"Aldob"
"67063",2983,"Pgap4"
"109331",4312,"Rnf20"
"242443",3348,"Grin3a"
"19059",2985,"Ppp3r2"
"74914",1297,"Cylc2"
"329844",3387,"C630028M04Rik"
"72648",626,"Smc2os"
"14211",5322,"Smc2"
"68274",2401,"Toporsl"
"75367",1188,"4930552N02Rik"
"258857",960,"Or13f5"
"258821",954,"Or13c3"
"258836",960,"Or13c25"
"258600",939,"Or13d1"
"73398",1099,"Nipsnap3a"
"66536",1507,"Nipsnap3b"
"11303",10260,"Abca1"
"78180",452,"4930522O17Rik"
"381524",2277,"Mexis"
"100434",3278,"Slc44a1"
"100861652",874,NA
"319636",9193,"Fsd1l"
"246179",3382,"Fktn"
"21350",1144,"Tal2"
"435784",720,"Rps15a-ps8"
"52076",2861,"Tmem38b"
"242466",10496,"Zfp462"
"100503249",1019,NA
"670211",629,"Gm12508"
"19359",3811,"Rad23b"
"100415914",757,"Gm12505"
"16600",3044,"Klf4"
"11471",1421,"Actl7b"
"11470",1504,"Actl7a"
"230233",6160,"Elp1"
"230234",4299,"Abitram"
"54366",3687,"Ctnnal1"
"242474",6895,"Tmem245"
"723837",70,"Mir32"
"230235",3854,"Frrs1l"
"54357",2966,"Epb41l4b"
"329851",1759,"Gm12530"
"545622",6369,"Ptpn3"
"73349",2030,"1700042G15Rik"
"619973",699,"Gm12538"
"242481",8213,NA
"100038668",2014,"Gm12526"
"11641",6869,NA
"242484",2896,"D630039A03Rik"
"22166",1051,"Txn1"
"67402",618,"Txndc8"
"64817",11275,"Svep1"
"18198",3659,"Musk"
"14745",3522,"Lpar1"
"100526502",87,"Mir3095"
"258922",942,"Or2k2"
"230249",5902,"Ecpas"
"100041581",2794,"Zkscan16"
"67103",2104,"Ptgr1"
"72429",1827,"Dnajc25"
"14700",1120,"Gng10"
"100155",4550,"Shoc1"
"22234",3719,"Ugcg"
"634731",3295,"Susd1"
"230257",6889,"Ptbp3"
"72479",2616,"Hsdl2"
"230259",5044,"E130308A19Rik"
"66209",3221,"Inip"
"209131",7507,"Snx30"
"30936",2060,"Slc46a2"
"17843",875,"Mup4"
"620807",540,"Mup6"
"100041658",1033,"Mup7"
"17841",1014,"Mup2"
"100041687",986,"Mup8"
"100038948",720,"Mup9"
"17840",1091,"Mup1"
"100039008",883,"Mup10"
"100039028",914,"Mup11"
"100039054",883,"Mup12"
"100861909",1141,"Mup22"
"100039089",984,"Mup13"
"100039116",926,"Mup14"
"100039150",889,"Mup15"
"100039019",835,"Mup-ps12"
"100039177",882,"Mup16"
"100039206",886,"Mup17"
"100048884",888,"Mup18"
"100189605",878,"Mup19"
"17844",872,"Mup5"
"381530",887,"Mup20"
"17842",908,"Mup3"
"381531",755,"Mup21"
"22696",3579,"Zfp37"
"20530",1824,"Slc31a2"
"338355",4342,"Fkbp15"
"20529",3744,"Slc31a1"
"66440",794,"Cdc26"
"70052",5237,"Prpf4"
"76072",1404,"Rnf183"
"71354",1325,"Wdr31"
"192120",1743,"Bspry"
"72748",1083,"Hdhd3"
"17025",1350,"Alad"
"59001",602,"Pole3"
"214106",1783,"4933430I17Rik"
"50780",7301,"Rgs3"
"72701",2868,"Zfp618"
"11699",1233,"Ambp"
"16552",2250,"Kif12"
"373864",7635,"Col27a1"
"735262",82,"Mir455"
"18405",768,"Orm1"
"18407",773,"Orm3"
"18406",774,"Orm2"
"100182",5476,"Akna"
"66783",1104,"Aknaos"
"73750",4805,"Whrn"
"66290",1093,"Atp6v1g1"
"100503980",687,"Gm11483"
"230279",3630,"Tmem268"
"670833",684,"Tex53"
"75524",671,"Tex48"
"326623",5828,"Tnfsf15"
"21949",2228,"Tnfsf8"
"21923",7100,"Tnc"
"100504061",2618,"8030451A03Rik"
"18491",11027,"Pappa"
"56079",4831,"Astn2"
"69807",3196,"Trim32"
"21898",3847,"Tlr4"
"56710",3354,"Brinp1"
"214444",5603,"Cdk5rap2"
"230316",3062,"Megf9"
"21885",4369,"Tle1"
"68285",2687,"C630043F03Rik"
"353204",2052,"Aldoart1"
"433719",1323,"Msantd5f6"
"623180",1237,NA
"623197",1237,"Msantd5f5"
"100862015",1237,"Msantd5f4"
"100502896",1116,"Msantd5f3"
"100502924",1237,"Gm38423"
"242502",1325,"Msantd5f1"
"242505",5183,"Rasef"
"667768",759,"Gm11240"
"545637",936,"Msantd5f7"
"623272",1324,"Msantd5f8"
"667780",1325,"Msantd5f10"
"623281",1312,"Msantd5f9"
"71886",2158,"2310002L09Rik"
"242506",4203,"Frmd3"
"76804",4401,"Kdm4c"
"66928",722,"Dmac1"
"19266",8504,"Ptprd"
"100046763",2065,NA
"22178",2720,"Tyrp1"
"52829",1699,"Lurap1l"
"17475",7515,"Mpdz"
"545641",1078,"Gm5860"
"18028",8770,"Nfib"
"76455",3330,"2310067E19Rik"
"68268",8751,"Zdhhc21"
"12622",1742,"Cer1"
"329872",9581,"Frem1"
"69863",8764,"Ttc39b"
"790913",1461,"Gm11413"
"77634",1385,"Snapc3"
"101739",3182,"Psip1"
"100862057",3297,NA
"320226",4525,"Ccdc171"
"242509",6453,"Bnc2"
"338349",6929,"Cntln"
"20404",2807,"Sh3gl2"
"329876",2053,"Gm12680"
"77739",7839,"Adamtsl1"
"75811",1835,"Saxo1"
"68441",1613,"Rraga"
"230376",3696,"Haus6"
"100217448",118,"Scarna8"
"11520",1887,"Plin2"
"329877",8441,"Dennd4c"
"100504343",2913,NA
"20104",1394,"Rps6"
"230379",4204,"Acer2"
"76376",10780,"Slc24a2"
"70122",6216,"Mllt3"
"230393",5796,"Focad"
"735282",86,"Mir491"
"66775",2089,"Hacd4"
"15977",770,"Ifnb1"
"242517",573,"Ifna15"
"404549",570,"Ifna14"
"15972",573,"Ifna9"
"242519",797,"Ifna12"
"381590",1828,"Pramel32"
"230396",819,"Ifna13"
"230398",570,"Ifna16"
"15965",573,"Ifna2"
"15974",670,"Ifnab"
"242521",4217,"Klhl9"
"435791",549,"Gm13271"
"100041062",549,"Gm13286"
"545645",811,"Gm13283"
"545646",968,"Gm13290"
"545647",968,"Gm13289"
"545648",811,"Gm13272"
"319146",1462,"Ifnz"
"545649",1462,"Gm13276"
"545650",1462,"Gm13277"
